Day,Ad Creative Name,Spend,Impressions,CPM,Clicks,CTR,CPC,Shares,Comment,Post Reaction,Video Views
10/11/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-c8e118bee6250753a2b7ef2d29cb38de,0.16,36,4.44,0,0,0,0,0,4,0
10/11/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-caad280a5a5c1051ca805a0720113dba,0.04,5,8,0,0,0,0,0,0,0
10/11/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-1738f85a3d7df3d97f099952abe1a4e7,0.22,28,7.86,1,0,0,0,0,9,0
10/11/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-6dd08cbf7038831fdff6cdf951bd2688,0.12,16,7.5,4,0,0,0,0,3,0
10/11/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-82c881ae06e9aacb10eeca2294b5895b,0.03,3,10,1,0,0,0,0,1,0
10/11/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2762b8e1a0765d9fb18b1a6b308bc53f,444.8,68934,6.45,280,0,0,0,2,13,23219
10/11/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2f7b7b0d9ab62ee13d0b6e774bfe0600,1362.36,186297,7.31,1055,0,1362.36,2,2,30,65163
10/11/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-0c701d67db8fa6589d7a92702f919a84,10.88,2334,4.66,4,0,0,0,6,301,0
10/11/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-72c9c004dd566241d43bf96078151403,0.97,219,4.43,5,0,0,0,1,36,0
10/11/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-dcce1b1f1df4b9e1fc326a00e694a2c0,1.61,345,4.67,1,0,0,1,0,55,0
10/11/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-eb60a8f419bc66ae38e1838987a96f08,23.69,5393,4.39,8,0,0,5,8,661,0
10/12/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-485a047663a6d2b4f8946b1d97ef6524,63.13,10000,6.31,45,0,0,2,1,1503,0
10/12/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-754550e45efac038641114d81fefd4b7,271.42,49006,5.54,2248,0,0,18,18,4665,0
10/12/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-f8b59d29f92e1d40057ed8c40df48ae7,167.82,26923,6.23,114,0,0,7,4,3947,0
10/12/2021,Ad from a Page post 2021-10-05-2ea2b671e23b7cbdff1febb68e7acf9b,5.07,3868,1.31,2,0,0,0,0,0,81
10/12/2021,Ad from a Page post 2021-10-05-3c52398f74b6334ea29d845de6eb8cd4,5.09,4066,1.25,1,0,0,0,0,0,93
10/12/2021,Ad from a Page post 2021-10-05-5a73170e55db610088e3be2e7c3af369,5.09,3153,1.61,1,0,0,0,0,0,83
10/12/2021,Ad from a Page post 2021-10-05-772dd20e6761e1dc07265d2f5efc0629,3.96,2439,1.62,1,0,0,0,0,0,69
10/12/2021,Ad from a Page post 2021-10-05-e1c935908a5e92cd75de688617058df7,5.14,3773,1.36,0,0,0,0,0,0,75
10/12/2021,Ad from a Page post 2021-10-05-ea81eea812072cf01162eec82a9f6018,5.11,4122,1.24,2,0,0,0,0,0,73
10/12/2021,Ad from a Page post 2021-10-05-f7ac66fff9e6f87f0d5140cddc6c87d4,5.05,3922,1.29,2,0,0,0,0,0,95
10/12/2021,"Ah, the sweet sound of summer. Who’s ready to pop open a bottle with their BBQ? 🍻 🌭 🍔 😋 ☀️#choosegl 2021-06-21-99bb930f3af29ca5e54ec43cbd028476",667.3,267536,2.49,283,0,0,0,2,15,28538
10/12/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-2a262effd0a5f1b451dad3c377549eb5,5.02,3144,1.6,1,0,0,1,0,7,1094
10/12/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-6863979dab395dd2990e3194cbd733a2,5.02,3606,1.39,1,0,0,0,0,7,1146
10/12/2021,Close the door on plastic takeout containers - drinks belong in Drinktainers™. Give your customers  2021-12-03-21acb19bbb85ce8534b2bf18f8889c23,16.02,3140,5.1,42,0.0019,2.67,0,1,0,973
10/12/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-60537b56f3c85946c9194b10313821ce,14.24,8944,1.59,3,0,0,0,0,17,4411
10/12/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-7bfad74473773a3409f1f7b428ec88c5,14.2,6903,2.06,2,0,0,0,0,20,4111
10/12/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-d4d911d6c804fea13d22253d4e677ca6,14.16,9530,1.49,3,0,0,0,0,19,4893
10/12/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-0b82b17934fe766600e6f1921c1612da,4.35,1092,3.98,5,0,0,0,0,107,0
10/12/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-f1462e24aa596ae16bcf905cc1b859aa,6.04,1383,4.37,5,0,0,1,0,151,0
10/12/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-4d26b24779fedef1e10ebd81f2c1d63b,5.05,3155,1.6,2,0,0,0,0,4,2243
10/12/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-b093e012d74861c9aac51e8c5088da50,5.1,3859,1.32,3,0,0,0,0,18,2327
10/12/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-dff0f9ef719d2152e76483e25e7f3f7b,5.01,3850,1.3,1,0,0,0,0,20,2652
10/12/2021,Glass bottles are worth the switch. 🌎 #chooseglass 2021-07-08-3dd0f29d1d8577c849e8149180a38691,580.68,223851,2.59,579,0,290.34,22,11,514,0
10/12/2021,Glass bottles take alcohol delivery to the next level. #chooseglass #whyamilikethis #friendship #de 2021-10-05-dcb00a4c8b59c37878e039415c701e3a,5.02,3658,1.37,1,0,0,0,0,14,2102
10/12/2021,Glass packaging made from all-natural ingredients goes hand-in-hand with a sustainable future for y 2021-09-27-a4adb50f62523c4c3fe1359425c824cc,0.01,1,10,0,0,0,0,0,0,0
10/12/2021,"If you could improve recycling in your community, what change would you wish to see? #Glass4Good #s 2021-09-21-cb3239dcc3f4e34728051efd087774d4",0.02,6,3.33,0,0,0,0,0,0,0
10/12/2021,"If you love the aesthetic and sustainable practice of choosing glass, you may be “that glass person 2021-09-21-04bb7f08f7565061ddec98aad1849e65",0.41,64,6.41,0,0,0,0,0,11,0
10/12/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-1fa3a5b0c1b3fa9bbe50de20bc52ff66,0,2,0,0,0,0,0,0,0,0
10/12/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-ab337008267217167accdc7e00c296b4,0.31,31,10,9,0,0,0,0,9,0
10/12/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-c8344b21fd66d5ae60f5c0f7b357db50,0.18,16,11.25,4,0,0,0,0,7,0
10/12/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-d3a7363139f677484ce221f09f759d8a,0.01,1,10,0,0,0,0,0,0,0
10/12/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-ae9e262bc0941378b3bdd2a8ed2b2528,0.42,115,3.65,0,0,0,0,0,0,27
10/12/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-e4202f4a859a8cd4f615e72dec2b9a41,0,1,0,0,0,0,0,0,0,0
10/12/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-e52c6a30c7e621c71e2665acce213b58,1,188,5.32,1,0,0,0,0,1,58
10/12/2021,One thing’s for sure: both taste best in glass. #chooseglass #fallbeers 2021-09-13-7db3144d776eef3878b47b5f67e32d7b,0.01,1,10,0,0,0,0,0,0,0
10/12/2021,One thing’s for sure: both taste best in glass. #chooseglass #fallbeers 2021-09-22-fab52674714004fbbf33da8e49101822,257.37,14446,17.82,161,0,0,5,18,1448,0
10/12/2021,Scratch all the complicated packaging options. You can be confident knowing glass is made from just 2021-05-12-30912cdc89d679ab99bb3f3af3cee1a1,258.06,99495,2.59,85,0,0,0,0,14,6774
10/12/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-c8e118bee6250753a2b7ef2d29cb38de,0.39,92,4.24,0,0,0,0,0,8,0
10/12/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-caad280a5a5c1051ca805a0720113dba,0.05,10,5,0,0,0,0,0,0,0
10/12/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-1738f85a3d7df3d97f099952abe1a4e7,0.29,40,7.25,1,0,0,0,0,4,0
10/12/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-6dd08cbf7038831fdff6cdf951bd2688,0.17,24,7.08,1,0,0,0,0,2,0
10/12/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-82c881ae06e9aacb10eeca2294b5895b,0.05,10,5,4,0,0,0,0,4,0
10/12/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2762b8e1a0765d9fb18b1a6b308bc53f,489.63,73987,6.62,303,0,489.63,0,0,14,24676
10/12/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2f7b7b0d9ab62ee13d0b6e774bfe0600,1194.67,162197,7.37,946,0,1194.67,3,3,22,56616
10/12/2021,"We track our steps and exercise, why aren’t we tracking our packaging? The clean, healthy option is 2021-08-31-6f3047c4f952b99ca0974e2b32e80de1",0.01,1,10,0,0,0,0,0,0,0
10/12/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-0c701d67db8fa6589d7a92702f919a84,31.92,6022,5.3,5,0,0,7,19,785,0
10/12/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-72c9c004dd566241d43bf96078151403,1.85,362,5.11,4,0,0,0,1,37,0
10/12/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-dcce1b1f1df4b9e1fc326a00e694a2c0,9.52,1771,5.38,2,0,0,2,11,227,0
10/12/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-eb60a8f419bc66ae38e1838987a96f08,39.46,8075,4.89,12,0,0,3,24,981,0
10/13/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-485a047663a6d2b4f8946b1d97ef6524,53.38,8700,6.14,80,0,0,2,1,1168,0
10/13/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-754550e45efac038641114d81fefd4b7,190.57,33751,5.65,1842,0,0,13,17,2963,0
10/13/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-f8b59d29f92e1d40057ed8c40df48ae7,119.63,19064,6.28,114,0,0,4,7,2683,0
10/13/2021,Ad from a Page post 2021-10-05-2ea2b671e23b7cbdff1febb68e7acf9b,5.39,3662,1.47,1,0,0,0,0,0,82
10/13/2021,Ad from a Page post 2021-10-05-3c52398f74b6334ea29d845de6eb8cd4,5.4,3852,1.4,1,0,0,0,0,0,90
10/13/2021,Ad from a Page post 2021-10-05-5a73170e55db610088e3be2e7c3af369,5.37,3037,1.77,0,0,0,0,0,0,79
10/13/2021,Ad from a Page post 2021-10-05-772dd20e6761e1dc07265d2f5efc0629,4.18,2367,1.77,0,0,0,0,0,0,78
10/13/2021,Ad from a Page post 2021-10-05-e1c935908a5e92cd75de688617058df7,5.37,3592,1.49,0,0,0,0,0,0,82
10/13/2021,Ad from a Page post 2021-10-05-ea81eea812072cf01162eec82a9f6018,5.33,3839,1.39,0,0,0,0,0,0,88
10/13/2021,Ad from a Page post 2021-10-05-f7ac66fff9e6f87f0d5140cddc6c87d4,5.4,3664,1.47,1,0,0,0,0,0,83
10/13/2021,"Ah, the sweet sound of summer. Who’s ready to pop open a bottle with their BBQ? 🍻 🌭 🍔 😋 ☀️#choosegl 2021-06-21-99bb930f3af29ca5e54ec43cbd028476",663.39,258538,2.57,319,0,663.39,0,0,8,23697
10/13/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-2a262effd0a5f1b451dad3c377549eb5,5.17,3077,1.68,3,0,0,1,0,4,1073
10/13/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-6863979dab395dd2990e3194cbd733a2,5.21,3602,1.45,1,0,0,1,0,7,1161
10/13/2021,Close the door on plastic takeout containers - drinks belong in Drinktainers™. Give your customers  2021-12-03-21acb19bbb85ce8534b2bf18f8889c23,18.57,3316,5.6,45,0.0024,2.32,0,0,1,1030
10/13/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-60537b56f3c85946c9194b10313821ce,14.96,8890,1.68,4,0,0,0,0,28,4387
10/13/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-7bfad74473773a3409f1f7b428ec88c5,14.45,6769,2.13,3,0,0,1,0,11,3922
10/13/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-d4d911d6c804fea13d22253d4e677ca6,14.93,9361,1.59,5,0,0,0,0,17,4823
10/13/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-0b82b17934fe766600e6f1921c1612da,2.53,650,3.89,3,0,0,2,1,67,0
10/13/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-f1462e24aa596ae16bcf905cc1b859aa,2.38,581,4.1,0,0,0,0,0,61,0
10/13/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-4d26b24779fedef1e10ebd81f2c1d63b,5.26,3071,1.71,1,0,0,0,0,9,2148
10/13/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-b093e012d74861c9aac51e8c5088da50,5.28,3784,1.4,0,0,0,0,1,21,2339
10/13/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-dff0f9ef719d2152e76483e25e7f3f7b,5.26,3827,1.37,2,0,0,0,0,15,2545
10/13/2021,Glass bottles are worth the switch. 🌎 #chooseglass 2021-07-08-3dd0f29d1d8577c849e8149180a38691,569.16,214848,2.65,535,0,569.16,15,12,305,0
10/13/2021,Glass bottles take alcohol delivery to the next level. #chooseglass #whyamilikethis #friendship #de 2021-10-05-dcb00a4c8b59c37878e039415c701e3a,5.3,3692,1.44,0,0,0,0,0,16,2173
10/13/2021,Glass packaging made from all-natural ingredients goes hand-in-hand with a sustainable future for y 2021-09-27-2fded8b596a0ecc981ee0f1a59196d11,0.03,1,30,0,0,0,0,0,0,0
10/13/2021,"If you could improve recycling in your community, what change would you wish to see? #Glass4Good #s 2021-09-21-cb3239dcc3f4e34728051efd087774d4",0,5,0,1,0,0,0,0,0,0
10/13/2021,"If you love the aesthetic and sustainable practice of choosing glass, you may be “that glass person 2021-09-21-04bb7f08f7565061ddec98aad1849e65",0.19,35,5.43,0,0,0,0,0,4,0
10/13/2021,"If you love the aesthetic and sustainable practice of choosing glass, you may be “that glass person 2021-09-21-e4aa23a405f5caa8ea13b331daedf866",0.01,2,5,0,0,0,0,0,0,0
10/13/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-1fa3a5b0c1b3fa9bbe50de20bc52ff66,0.01,3,3.33,0,0,0,0,0,0,0
10/13/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-ab337008267217167accdc7e00c296b4,0.41,63,6.51,7,0,0,0,0,8,0
10/13/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-c8344b21fd66d5ae60f5c0f7b357db50,0.13,19,6.84,1,0,0,0,0,3,0
10/13/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-ae9e262bc0941378b3bdd2a8ed2b2528,0.39,88,4.43,0,0,0,0,0,0,28
10/13/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-e52c6a30c7e621c71e2665acce213b58,0.8,128,6.25,0,0,0,0,0,0,46
10/13/2021,One thing’s for sure: both taste best in glass. #chooseglass #fallbeers 2021-09-22-fab52674714004fbbf33da8e49101822,252.08,12454,20.24,125,0,0,2,14,1252,0
10/13/2021,Scratch all the complicated packaging options. You can be confident knowing glass is made from just 2021-05-12-30912cdc89d679ab99bb3f3af3cee1a1,258.39,95977,2.69,70,0,0,0,0,11,5939
10/13/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-c8e118bee6250753a2b7ef2d29cb38de,0.33,75,4.4,0,0,0,0,0,5,0
10/13/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-caad280a5a5c1051ca805a0720113dba,0.03,4,7.5,0,0,0,0,0,0,0
10/13/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-1738f85a3d7df3d97f099952abe1a4e7,0.11,19,5.79,0,0,0,0,0,4,0
10/13/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-6dd08cbf7038831fdff6cdf951bd2688,0.04,8,5,0,0,0,0,0,0,0
10/13/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-82c881ae06e9aacb10eeca2294b5895b,0.09,15,6,2,0,0,0,0,2,0
10/13/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2762b8e1a0765d9fb18b1a6b308bc53f,419.32,60239,6.96,218,0,0,2,0,10,20130
10/13/2021,Want to take your alcohol delivery up a notch? Choosing glass is just a tap away! ☝️ #chooseglass 2021-10-05-2f7b7b0d9ab62ee13d0b6e774bfe0600,1491.7,205583,7.26,1089,0,0,0,4,25,66137
10/13/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-0c701d67db8fa6589d7a92702f919a84,33.69,6364,5.29,6,0,0,3,11,725,0
10/13/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-72c9c004dd566241d43bf96078151403,0.73,118,6.19,4,0,0,0,0,16,0
10/13/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-dcce1b1f1df4b9e1fc326a00e694a2c0,4.9,868,5.65,4,0,0,2,1,123,0
10/13/2021,What’re you drinking this season? 👇 🍂 🍺  Would you buy your unique bottled beverage?! #chooseglass 2021-10-05-eb60a8f419bc66ae38e1838987a96f08,22.03,3985,5.53,4,0,0,1,6,490,0
10/14/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-485a047663a6d2b4f8946b1d97ef6524,38.81,5870,6.61,51,0,0,4,1,812,0
10/14/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-754550e45efac038641114d81fefd4b7,211.42,34627,6.11,1295,0,211.42,10,7,3657,0
10/14/2021,🗣️Stop consuming microplastics! 🗣️When you #chooseglass you’re choosing a healthier option for both 2021-10-05-f8b59d29f92e1d40057ed8c40df48ae7,99.01,14977,6.61,103,0,0,6,3,2115,0
10/14/2021,Ad from a Page post 2021-10-05-2ea2b671e23b7cbdff1febb68e7acf9b,1.13,729,1.55,0,0,0,0,0,0,12
10/14/2021,Ad from a Page post 2021-10-05-3c52398f74b6334ea29d845de6eb8cd4,5.46,3788,1.44,0,0,0,0,0,0,66
10/14/2021,Ad from a Page post 2021-10-05-5a73170e55db610088e3be2e7c3af369,5.46,3058,1.79,0,0,0,0,0,0,78
10/14/2021,Ad from a Page post 2021-10-05-772dd20e6761e1dc07265d2f5efc0629,0.92,511,1.8,0,0,0,0,0,0,21
10/14/2021,Ad from a Page post 2021-10-05-e1c935908a5e92cd75de688617058df7,5.46,3586,1.52,0,0,0,0,0,0,77
10/14/2021,Ad from a Page post 2021-10-05-ea81eea812072cf01162eec82a9f6018,5.46,3796,1.44,0,0,0,0,0,0,78
10/14/2021,Ad from a Page post 2021-10-05-f7ac66fff9e6f87f0d5140cddc6c87d4,1.16,775,1.5,0,0,0,0,0,0,26
10/14/2021,"Ah, the sweet sound of summer. Who’s ready to pop open a bottle with their BBQ? 🍻 🌭 🍔 😋 ☀️#choosegl 2021-06-21-99bb930f3af29ca5e54ec43cbd028476",677.42,252004,2.69,297,0,0,0,2,19,24087
10/14/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-2a262effd0a5f1b451dad3c377549eb5,5.1,2708,1.88,1,0,0,0,0,4,958
10/14/2021,Certified Bottle Buyer- Serial Label Ripper #chooseglass #rage #rip #gameday #football 2021-10-05-6863979dab395dd2990e3194cbd733a2,5.1,3203,1.59,1,0,0,1,0,8,1038
10/14/2021,Close the door on plastic takeout containers - drinks belong in Drinktainers™. Give your customers  2021-12-03-21acb19bbb85ce8534b2bf18f8889c23,19.87,3309,6,49,0.0024,2.48,0,0,0,1030
10/14/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-60537b56f3c85946c9194b10313821ce,14.47,7865,1.84,5,0,0,0,0,33,3888
10/14/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-7bfad74473773a3409f1f7b428ec88c5,14.56,5823,2.5,3,0,0,0,0,14,3391
10/14/2021,Coach put me in last second so I stocked up on my favorite bottled beverage right before the game 🏈 2021-10-08-d4d911d6c804fea13d22253d4e677ca6,14.46,7857,1.84,0,0,0,0,0,19,3927
10/14/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-0b82b17934fe766600e6f1921c1612da,4.02,978,4.11,0,0,0,0,0,90,0
10/14/2021,Coffee and cream captures a beautiful swirl of color. We #chooseglass to appreciate its beauty in t 2021-09-27-f1462e24aa596ae16bcf905cc1b859aa,2.86,714,4.01,3,0,0,0,0,70,0
10/14/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-4d26b24779fedef1e10ebd81f2c1d63b,5.14,2690,1.91,0,0,0,0,0,8,1830
10/14/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-b093e012d74861c9aac51e8c5088da50,5.1,3351,1.52,2,0,0,0,0,12,2021
10/14/2021,Don’t forget to harvest your favorite fall-flavored glass bottled beverages this season! 🎃🍺 #choose 2021-10-05-dff0f9ef719d2152e76483e25e7f3f7b,5.13,3367,1.52,0,0,0,0,0,14,2245
10/14/2021,Glass bottles are worth the switch. 🌎 #chooseglass 2021-07-08-3dd0f29d1d8577c849e8149180a38691,569.95,204406,2.79,534,0,0,9,10,263,0
10/14/2021,Glass bottles take alcohol delivery to the next level. #chooseglass #whyamilikethis #friendship #de 2021-10-05-dcb00a4c8b59c37878e039415c701e3a,5.14,3203,1.6,1,0,0,1,0,10,1837
10/14/2021,"If you could improve recycling in your community, what change would you wish to see? #Glass4Good #s 2021-09-21-cb3239dcc3f4e34728051efd087774d4",0,3,0,0,0,0,0,0,0,0
10/14/2021,"If you love the aesthetic and sustainable practice of choosing glass, you may be “that glass person 2021-09-21-04bb7f08f7565061ddec98aad1849e65",0.13,17,7.65,0,0,0,0,0,1,0
10/14/2021,"If you love the aesthetic and sustainable practice of choosing glass, you may be “that glass person 2021-09-21-e4aa23a405f5caa8ea13b331daedf866",0.01,2,5,0,0,0,0,0,0,0
10/14/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-ab337008267217167accdc7e00c296b4,0.2,40,5,4,0,0,0,0,4,0
10/14/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-c8344b21fd66d5ae60f5c0f7b357db50,0.08,19,4.21,3,0,0,0,0,3,0
10/14/2021,Let us know which fall flavor bottled beers you’re pickin’ n’ sippin’ on this season! 👇🍂🎃🍺 #chooseg 2021-10-08-d3a7363139f677484ce221f09f759d8a,0.01,4,2.5,0,0,0,0,0,0,0
10/14/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-ae9e262bc0941378b3bdd2a8ed2b2528,0.4,78,5.13,0,0,0,0,0,0,20
10/14/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-e4202f4a859a8cd4f615e72dec2b9a41,0,2,0,0,0,0,0,0,0,1
10/14/2021,No matter how big or how small the community – together is how we create a more sustainable planet. 2021-09-21-e52c6a30c7e621c71e2665acce213b58,0.51,108,4.72,0,0,0,0,0,0,31
10/14/2021,One thing’s for sure: both taste best in glass. #chooseglass #fallbeers 2021-09-13-3e69cbfb0df1bce37ad04390e4359a10,0,1,0,0,0,0,0,0,0,0
10/14/2021,One thing’s for sure: both taste best in glass. #chooseglass #fallbeers 2021-09-22-fab52674714004fbbf33da8e49101822,271.73,13955,19.47,128,0,0,1,10,1275,0
10/14/2021,Scratch all the complicated packaging options. You can be confident knowing glass is made from just 2021-05-12-30912cdc89d679ab99bb3f3af3cee1a1,262.58,93468,2.81,59,0,0,0,0,11,5992
10/14/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-c8e118bee6250753a2b7ef2d29cb38de,0.19,47,4.04,0,0,0,0,0,8,0
10/14/2021,Tell me you’re “that glass person” without telling me you’re “that glass person”… we’ll go first. 😳 2021-09-27-caad280a5a5c1051ca805a0720113dba,0.08,9,8.89,0,0,0,0,0,1,0
10/14/2021,The bottle patch is ready for harvest! 😋 Which flavor are you pickin’? 🍺 #chooseglass 2021-10-05-1738f85a3d7df3d97f099952abe1a4e7,0.09,14,6.43,0,0,0,0,0,1,0
